"market_date","measure_name","measure_value"
"2018-03-01","EWMA","9895.07"
"2018-03-01","SMA","10476"
"2018-03-02","EWMA","9977.87"
"2018-03-02","SMA","10532"
"2018-03-03","EWMA","10057.84"
"2018-03-03","SMA","10593"
"2018-03-04","EWMA","10130.79"
"2018-03-04","SMA","10619"
"2018-03-05","EWMA","10203.23"
"2018-03-05","SMA","10688"
"2018-03-06","EWMA","10269.50"
"2018-03-06","SMA","10713"
"2018-03-07","EWMA","10321.31"
"2018-03-07","SMA","10668"
"2018-03-08","EWMA","10359.75"
"2018-03-08","SMA","10617"
"2018-03-09","EWMA","10387.47"
"2018-03-09","SMA","10573"
"2018-03-10","EWMA","10402.62"
"2018-03-10","SMA","10504"
"2018-03-11","EWMA","10407.09"
"2018-03-11","SMA","10437"
"2018-03-12","EWMA","10410.07"
"2018-03-12","SMA","10430"
"2018-03-13","EWMA","10401.87"
"2018-03-13","SMA","10347"
"2018-03-14","EWMA","10380.57"
"2018-03-14","SMA","10238"
"2018-03-15","EWMA","10342.28"
"2018-03-15","SMA","10086"
"2018-03-16","EWMA","10284.39"
"2018-03-16","SMA","9897"
"2018-03-17","EWMA","10208.55"
"2018-03-17","SMA","9701"
"2018-03-18","EWMA","10109.29"
"2018-03-18","SMA","9445"
"2018-03-19","EWMA","9992.38"
"2018-03-19","SMA","9210"
"2018-03-20","EWMA","9863.37"
"2018-03-20","SMA","9000"
"2018-03-21","EWMA","9733.84"
"2018-03-21","SMA","8867"
"2018-03-22","EWMA","9611.53"
"2018-03-22","SMA","8793"
"2018-03-23","EWMA","9498.88"
"2018-03-23","SMA","8745"
"2018-03-24","EWMA","9396.72"
"2018-03-24","SMA","8713"
"2018-03-25","EWMA","9305.89"
"2018-03-25","SMA","8698"
"2018-03-26","EWMA","9216.85"
"2018-03-26","SMA","8621"
"2018-03-27","EWMA","9130.16"
"2018-03-27","SMA","8550"
"2018-03-28","EWMA","9042.13"
"2018-03-28","SMA","8453"
"2018-03-29","EWMA","8962.55"
"2018-03-29","SMA","8430"
"2018-03-30","EWMA","8882.79"
"2018-03-30","SMA","8349"
"2018-03-31","EWMA","8800.01"
"2018-03-31","SMA","8246"
"2018-04-01","EWMA","8719.15"
"2018-04-01","SMA","8178"
"2018-04-02","EWMA","8636.06"
"2018-04-02","SMA","8080"
"2018-04-03","EWMA","8549.34"
"2018-04-03","SMA","7969"
"2018-04-04","EWMA","8460.38"
"2018-04-04","SMA","7865"
"2018-04-05","EWMA","8363.74"
"2018-04-05","SMA","7717"
"2018-04-06","EWMA","8261.85"
"2018-04-06","SMA","7580"
"2018-04-07","EWMA","8152.41"
"2018-04-07","SMA","7420"
"2018-04-08","EWMA","8040.82"
"2018-04-08","SMA","7294"
"2018-04-09","EWMA","7930.08"
"2018-04-09","SMA","7189"
"2018-04-10","EWMA","7820.35"
"2018-04-10","SMA","7086"
"2018-04-11","EWMA","7715.65"
"2018-04-11","SMA","7015"
"2018-04-12","EWMA","7615.47"
"2018-04-12","SMA","6945"
"2018-04-13","EWMA","7534.94"
"2018-04-13","SMA","6996"
"2018-04-14","EWMA","7474.24"
"2018-04-14","SMA","7068"
"2018-04-15","EWMA","7430.79"
"2018-04-15","SMA","7140"
"2018-04-16","EWMA","7406.77"
"2018-04-16","SMA","7246"
"2018-04-17","EWMA","7394.97"
"2018-04-17","SMA","7316"
"2018-04-18","EWMA","7388.86"
"2018-04-18","SMA","7348"
"2018-04-19","EWMA","7395.77"
"2018-04-19","SMA","7442"
"2018-04-20","EWMA","7415.43"
"2018-04-20","SMA","7547"
"2018-04-21","EWMA","7453.07"
"2018-04-21","SMA","7705"
"2018-04-22","EWMA","7504.28"
"2018-04-22","SMA","7847"
"2018-04-23","EWMA","7565.34"
"2018-04-23","SMA","7974"
"2018-04-24","EWMA","7638.49"
"2018-04-24","SMA","8128"
"2018-04-25","EWMA","7728.78"
"2018-04-25","SMA","8333"
"2018-04-26","EWMA","7824.75"
"2018-04-26","SMA","8467"
"2018-04-27","EWMA","7921.11"
"2018-04-27","SMA","8566"
"2018-04-28","EWMA","8015.09"
"2018-04-28","SMA","8644"
"2018-04-29","EWMA","8109.59"
"2018-04-29","SMA","8742"
"2018-04-30","EWMA","8201.81"
"2018-04-30","SMA","8819"
"2018-05-01","EWMA","8293.09"
"2018-05-01","SMA","8904"
"2018-05-02","EWMA","8383.82"
"2018-05-02","SMA","8991"
"2018-05-03","EWMA","8472.63"
"2018-05-03","SMA","9067"
"2018-05-04","EWMA","8563.42"
"2018-05-04","SMA","9171"
"2018-05-05","EWMA","8650.34"
"2018-05-05","SMA","9232"
"2018-05-06","EWMA","8734.93"
"2018-05-06","SMA","9301"
"2018-05-07","EWMA","8816.45"
"2018-05-07","SMA","9362"
"2018-05-08","EWMA","8891.40"
"2018-05-08","SMA","9393"
"2018-05-09","EWMA","8952.32"
"2018-05-09","SMA","9360"
"2018-05-10","EWMA","9009.74"
"2018-05-10","SMA","9394"
"2018-05-11","EWMA","9057.48"
"2018-05-11","SMA","9377"
"2018-05-12","EWMA","9094.08"
"2018-05-12","SMA","9339"
"2018-05-13","EWMA","9117.99"
"2018-05-13","SMA","9278"
"2018-05-14","EWMA","9132.42"
"2018-05-14","SMA","9229"
"2018-05-15","EWMA","9140.04"
"2018-05-15","SMA","9191"
"2018-05-16","EWMA","9141.07"
"2018-05-16","SMA","9148"
"2018-05-17","EWMA","9133.91"
"2018-05-17","SMA","9086"
"2018-05-18","EWMA","9112.34"
"2018-05-18","SMA","8968"
"2018-05-19","EWMA","9080.06"
"2018-05-19","SMA","8864"
"2018-05-20","EWMA","9037.02"
"2018-05-20","SMA","8749"
"2018-05-21","EWMA","8989.05"
"2018-05-21","SMA","8668"
"2018-05-22","EWMA","8938.47"
"2018-05-22","SMA","8600"
"2018-05-23","EWMA","8883.29"
"2018-05-23","SMA","8514"
"2018-05-24","EWMA","8818.90"
"2018-05-24","SMA","8388"
"2018-05-25","EWMA","8749.36"
"2018-05-25","SMA","8284"
"2018-05-26","EWMA","8679.89"
"2018-05-26","SMA","8215"
"2018-05-27","EWMA","8608.79"
"2018-05-27","SMA","8133"
"2018-05-28","EWMA","8534.46"
"2018-05-28","SMA","8037"
"2018-05-29","EWMA","8455.10"
"2018-05-29","SMA","7924"
"2018-05-30","EWMA","8376.44"
"2018-05-30","SMA","7850"
"2018-05-31","EWMA","8299.03"
"2018-05-31","SMA","7781"
"2018-06-01","EWMA","8226.10"
"2018-06-01","SMA","7738"
"2018-06-02","EWMA","8156.02"
"2018-06-02","SMA","7687"
"2018-06-03","EWMA","8089.46"
"2018-06-03","SMA","7644"
"2018-06-04","EWMA","8024.14"
"2018-06-04","SMA","7587"
"2018-06-05","EWMA","7958.99"
"2018-06-05","SMA","7523"
"2018-06-06","EWMA","7898.54"
"2018-06-06","SMA","7494"
"2018-06-07","EWMA","7846.86"
"2018-06-07","SMA","7501"
"2018-06-08","EWMA","7802.68"
"2018-06-08","SMA","7507"
"2018-06-09","EWMA","7765.54"
"2018-06-09","SMA","7517"
"2018-06-10","EWMA","7734.92"
"2018-06-10","SMA","7530"
"2018-06-11","EWMA","7702.82"
"2018-06-11","SMA","7488"
"2018-06-12","EWMA","7672.81"
"2018-06-12","SMA","7472"
"2018-06-13","EWMA","7638.38"
"2018-06-13","SMA","7408"
"2018-06-14","EWMA","7598.68"
"2018-06-14","SMA","7333"
"2018-06-15","EWMA","7556.60"
"2018-06-15","SMA","7275"
"2018-06-16","EWMA","7509.85"
"2018-06-16","SMA","7197"
"2018-06-17","EWMA","7459.04"
"2018-06-17","SMA","7119"
"2018-06-18","EWMA","7403.52"
"2018-06-18","SMA","7032"
"2018-06-19","EWMA","7347.94"
"2018-06-19","SMA","6976"
"2018-06-20","EWMA","7291.53"
"2018-06-20","SMA","6914"
"2018-06-21","EWMA","7234.39"
"2018-06-21","SMA","6852"
"2018-06-22","EWMA","7175.84"
"2018-06-22","SMA","6784"
"2018-06-23","EWMA","7110.60"
"2018-06-23","SMA","6674"
"2018-06-24","EWMA","7041.10"
"2018-06-24","SMA","6576"
"2018-06-25","EWMA","6974.92"
"2018-06-25","SMA","6532"
"2018-06-26","EWMA","6911.23"
"2018-06-26","SMA","6485"
"2018-06-27","EWMA","6851.27"
"2018-06-27","SMA","6450"
"2018-06-28","EWMA","6797.41"
"2018-06-28","SMA","6437"
"2018-06-29","EWMA","6743.28"
"2018-06-29","SMA","6381"
"2018-06-30","EWMA","6693.97"
"2018-06-30","SMA","6364"
"2018-07-01","EWMA","6649.77"
"2018-07-01","SMA","6354"
"2018-07-02","EWMA","6610.28"
"2018-07-02","SMA","6346"
"2018-07-03","EWMA","6574.75"
"2018-07-03","SMA","6337"
"2018-07-04","EWMA","6541.63"
"2018-07-04","SMA","6320"
"2018-07-05","EWMA","6511.13"
"2018-07-05","SMA","6307"
"2018-07-06","EWMA","6483.81"
"2018-07-06","SMA","6301"
"2018-07-07","EWMA","6465.50"
"2018-07-07","SMA","6343"
"2018-07-08","EWMA","6456.08"
"2018-07-08","SMA","6393"
"2018-07-09","EWMA","6453.34"
"2018-07-09","SMA","6435"
"2018-07-10","EWMA","6455.64"
"2018-07-10","SMA","6471"
"2018-07-11","EWMA","6459.85"
"2018-07-11","SMA","6488"
"2018-07-12","EWMA","6465.59"
"2018-07-12","SMA","6504"
"2018-07-13","EWMA","6473.70"
"2018-07-13","SMA","6528"
"2018-07-14","EWMA","6480.89"
"2018-07-14","SMA","6529"
"2018-07-15","EWMA","6485.97"
"2018-07-15","SMA","6520"
"2018-07-16","EWMA","6490.13"
"2018-07-16","SMA","6518"
"2018-07-17","EWMA","6494.92"
"2018-07-17","SMA","6527"
"2018-07-18","EWMA","6506.50"
"2018-07-18","SMA","6584"
"2018-07-19","EWMA","6523.73"
"2018-07-19","SMA","6639"
"2018-07-20","EWMA","6546.39"
"2018-07-20","SMA","6698"
"2018-07-21","EWMA","6572.47"
"2018-07-21","SMA","6747"
"2018-07-22","EWMA","6600.36"
"2018-07-22","SMA","6787"
"2018-07-23","EWMA","6630.60"
"2018-07-23","SMA","6833"
"2018-07-24","EWMA","6665.88"
"2018-07-24","SMA","6902"
"2018-07-25","EWMA","6716.08"
"2018-07-25","SMA","7052"
"2018-07-26","EWMA","6776.26"
"2018-07-26","SMA","7179"
"2018-07-27","EWMA","6844.61"
"2018-07-27","SMA","7302"
"2018-07-28","EWMA","6922.01"
"2018-07-28","SMA","7440"
"2018-07-29","EWMA","7007.16"
"2018-07-29","SMA","7577"
"2018-07-30","EWMA","7098.53"
"2018-07-30","SMA","7710"
"2018-07-31","EWMA","7191.41"
"2018-07-31","SMA","7813"
"2018-08-01","EWMA","7276.38"
"2018-08-01","SMA","7845"
"2018-08-02","EWMA","7352.64"
"2018-08-02","SMA","7863"
"2018-08-03","EWMA","7420.03"
"2018-08-03","SMA","7871"
"2018-08-04","EWMA","7479.31"
"2018-08-04","SMA","7876"
"2018-08-05","EWMA","7527.37"
"2018-08-05","SMA","7849"
"2018-08-06","EWMA","7565.93"
"2018-08-06","SMA","7824"
"2018-08-07","EWMA","7592.46"
"2018-08-07","SMA","7770"
"2018-08-08","EWMA","7599.94"
"2018-08-08","SMA","7650"
"2018-08-09","EWMA","7589.03"
"2018-08-09","SMA","7516"
"2018-08-10","EWMA","7566.67"
"2018-08-10","SMA","7417"
"2018-08-11","EWMA","7528.88"
"2018-08-11","SMA","7276"
"2018-08-12","EWMA","7478.33"
"2018-08-12","SMA","7140"
"2018-08-13","EWMA","7416.80"
"2018-08-13","SMA","7005"
"2018-08-14","EWMA","7345.85"
"2018-08-14","SMA","6871"
"2018-08-15","EWMA","7269.43"
"2018-08-15","SMA","6758"
"2018-08-16","EWMA","7190.72"
"2018-08-16","SMA","6664"
"2018-08-17","EWMA","7110.81"
"2018-08-17","SMA","6576"
"2018-08-18","EWMA","7033.35"
"2018-08-18","SMA","6515"
"2018-08-19","EWMA","6960.24"
"2018-08-19","SMA","6471"
"2018-08-20","EWMA","6891.44"
"2018-08-20","SMA","6431"
"2018-08-21","EWMA","6825.60"
"2018-08-21","SMA","6385"
"2018-08-22","EWMA","6765.85"
"2018-08-22","SMA","6366"
"2018-08-23","EWMA","6714.52"
"2018-08-23","SMA","6371"
"2018-08-24","EWMA","6669.60"
"2018-08-24","SMA","6369"
"2018-08-25","EWMA","6635.46"
"2018-08-25","SMA","6407"
"2018-08-26","EWMA","6610.05"
"2018-08-26","SMA","6440"
"2018-08-27","EWMA","6591.58"
"2018-08-27","SMA","6468"
"2018-08-28","EWMA","6580.97"
"2018-08-28","SMA","6510"
"2018-08-29","EWMA","6580.06"
"2018-08-29","SMA","6574"
"2018-08-30","EWMA","6586.16"
"2018-08-30","SMA","6627"
"2018-08-31","EWMA","6597.45"
"2018-08-31","SMA","6673"
"2018-09-01","EWMA","6611.43"
"2018-09-01","SMA","6705"
"2018-09-02","EWMA","6630.74"
"2018-09-02","SMA","6760"
"2018-09-03","EWMA","6654.69"
"2018-09-03","SMA","6815"
"2018-09-04","EWMA","6684.37"
"2018-09-04","SMA","6883"
"2018-09-05","EWMA","6718.25"
"2018-09-05","SMA","6945"
"2018-09-06","EWMA","6751.63"
"2018-09-06","SMA","6975"
"2018-09-07","EWMA","6780.67"
"2018-09-07","SMA","6975"
"2018-09-08","EWMA","6803.59"
"2018-09-08","SMA","6957"
"2018-09-09","EWMA","6818.46"
"2018-09-09","SMA","6918"
"2018-09-10","EWMA","6827.63"
"2018-09-10","SMA","6889"
"2018-09-11","EWMA","6830.41"
"2018-09-11","SMA","6849"
"2018-09-12","EWMA","6825.68"
"2018-09-12","SMA","6794"
"2018-09-13","EWMA","6815.06"
"2018-09-13","SMA","6744"
"2018-09-14","EWMA","6801.66"
"2018-09-14","SMA","6712"
"2018-09-15","EWMA","6785.06"
"2018-09-15","SMA","6674"
"2018-09-16","EWMA","6764.64"
"2018-09-16","SMA","6628"
"2018-09-17","EWMA","6739.86"
"2018-09-17","SMA","6574"
"2018-09-18","EWMA","6709.20"
"2018-09-18","SMA","6504"
"2018-09-19","EWMA","6673.29"
"2018-09-19","SMA","6433"
"2018-09-20","EWMA","6638.41"
"2018-09-20","SMA","6405"
"2018-09-21","EWMA","6607.94"
"2018-09-21","SMA","6404"
"2018-09-22","EWMA","6583.90"
"2018-09-22","SMA","6423"
"2018-09-23","EWMA","6567.66"
"2018-09-23","SMA","6459"
"2018-09-24","EWMA","6557.30"
"2018-09-24","SMA","6488"
"2018-09-25","EWMA","6550.76"
"2018-09-25","SMA","6507"
"2018-09-26","EWMA","6546.24"
"2018-09-26","SMA","6516"
"2018-09-27","EWMA","6543.61"
"2018-09-27","SMA","6526"
"2018-09-28","EWMA","6542.88"
"2018-09-28","SMA","6538"
"2018-09-29","EWMA","6543.42"
"2018-09-29","SMA","6547"
"2018-09-30","EWMA","6544.41"
"2018-09-30","SMA","6551"
"2018-10-01","EWMA","6546.31"
"2018-10-01","SMA","6559"
"2018-10-02","EWMA","6550.82"
"2018-10-02","SMA","6581"
"2018-10-03","EWMA","6556.43"
"2018-10-03","SMA","6594"
"2018-10-04","EWMA","6562.22"
"2018-10-04","SMA","6601"
"2018-10-05","EWMA","6567.91"
"2018-10-05","SMA","6606"
"2018-10-06","EWMA","6571.82"
"2018-10-06","SMA","6598"
"2018-10-07","EWMA","6573.92"
"2018-10-07","SMA","6588"
"2018-10-08","EWMA","6574.71"
"2018-10-08","SMA","6580"
"2018-10-09","EWMA","6575.92"
"2018-10-09","SMA","6584"
"2018-10-10","EWMA","6578.79"
"2018-10-10","SMA","6598"
"2018-10-11","EWMA","6582.20"
"2018-10-11","SMA","6605"
"2018-10-12","EWMA","6581.26"
"2018-10-12","SMA","6575"
"2018-10-13","EWMA","6576.94"
"2018-10-13","SMA","6548"
"2018-10-14","EWMA","6570.32"
"2018-10-14","SMA","6526"
"2018-10-15","EWMA","6561.44"
"2018-10-15","SMA","6502"
"2018-10-16","EWMA","6553.71"
"2018-10-16","SMA","6502"
"2018-10-17","EWMA","6547.38"
"2018-10-17","SMA","6505"
"2018-10-18","EWMA","6542.26"
"2018-10-18","SMA","6508"
"2018-10-19","EWMA","6536.90"
"2018-10-19","SMA","6501"
"2018-10-20","EWMA","6530.80"
"2018-10-20","SMA","6490"
"2018-10-21","EWMA","6524.59"
"2018-10-21","SMA","6483"
"2018-10-22","EWMA","6518.01"
"2018-10-22","SMA","6474"
"2018-10-23","EWMA","6510.73"
"2018-10-23","SMA","6462"
"2018-10-24","EWMA","6502.84"
"2018-10-24","SMA","6450"
"2018-10-25","EWMA","6495.19"
"2018-10-25","SMA","6444"
"2018-10-26","EWMA","6490.62"
"2018-10-26","SMA","6460"
"2018-10-27","EWMA","6488.46"
"2018-10-27","SMA","6474"
"2018-10-28","EWMA","6488.40"
"2018-10-28","SMA","6488"
"2018-10-29","EWMA","6490.17"
"2018-10-29","SMA","6502"
"2018-10-30","EWMA","6489.24"
"2018-10-30","SMA","6483"
"2018-10-31","EWMA","6485.96"
"2018-10-31","SMA","6464"
"2018-11-01","EWMA","6481.03"
"2018-11-01","SMA","6448"
"2018-11-02","EWMA","6475.83"
"2018-11-02","SMA","6441"
"2018-11-03","EWMA","6470.65"
"2018-11-03","SMA","6436"
"2018-11-04","EWMA","6464.85"
"2018-11-04","SMA","6426"
"2018-11-05","EWMA","6458.89"
"2018-11-05","SMA","6419"
"2018-11-06","EWMA","6453.05"
"2018-11-06","SMA","6414"
"2018-11-07","EWMA","6447.84"
"2018-11-07","SMA","6413"
"2018-11-08","EWMA","6443.57"
"2018-11-08","SMA","6415"
"2018-11-09","EWMA","6439.73"
"2018-11-09","SMA","6414"
"2018-11-10","EWMA","6435.61"
"2018-11-10","SMA","6408"
"2018-11-11","EWMA","6431.24"
"2018-11-11","SMA","6402"
"2018-11-12","EWMA","6426.79"
"2018-11-12","SMA","6397"
"2018-11-13","EWMA","6423.31"
"2018-11-13","SMA","6400"
"2018-11-14","EWMA","6420.54"
"2018-11-14","SMA","6402"
"2018-11-15","EWMA","6412.67"
"2018-11-15","SMA","6360"
"2018-11-16","EWMA","6399.06"
"2018-11-16","SMA","6308"
"2018-11-17","EWMA","6379.68"
"2018-11-17","SMA","6250"
"2018-11-18","EWMA","6355.28"
"2018-11-18","SMA","6192"
"2018-11-19","EWMA","6327.16"
"2018-11-19","SMA","6139"
"2018-11-20","EWMA","6288.27"
"2018-11-20","SMA","6028"
"2018-11-21","EWMA","6235.84"
"2018-11-21","SMA","5885"
"2018-11-22","EWMA","6172.29"
"2018-11-22","SMA","5747"
"2018-11-23","EWMA","6097.63"
"2018-11-23","SMA","5598"
"2018-11-24","EWMA","6013.70"
"2018-11-24","SMA","5452"
"2018-11-25","EWMA","5917.28"
"2018-11-25","SMA","5272"
"2018-11-26","EWMA","5811.03"
"2018-11-26","SMA","5100"
"2018-11-27","EWMA","5694.55"
"2018-11-27","SMA","4915"
"2018-11-28","EWMA","5569.68"
"2018-11-28","SMA","4734"
"2018-11-29","EWMA","5447.26"
"2018-11-29","SMA","4628"
"2018-11-30","EWMA","5328.02"
"2018-11-30","SMA","4530"
"2018-12-01","EWMA","5209.85"
"2018-12-01","SMA","4419"
"2018-12-02","EWMA","5094.56"
"2018-12-02","SMA","4323"
"2018-12-03","EWMA","4980.48"
"2018-12-03","SMA","4217"
"2018-12-04","EWMA","4872.13"
"2018-12-04","SMA","4147"
"2018-12-05","EWMA","4773.31"
"2018-12-05","SMA","4112"
"2018-12-06","EWMA","4679.41"
"2018-12-06","SMA","4051"
"2018-12-07","EWMA","4589.92"
"2018-12-07","SMA","3991"
"2018-12-08","EWMA","4503.48"
"2018-12-08","SMA","3925"
"2018-12-09","EWMA","4424.51"
"2018-12-09","SMA","3896"
"2018-12-10","EWMA","4352.03"
"2018-12-10","SMA","3867"
"2018-12-11","EWMA","4286.51"
"2018-12-11","SMA","3848"
"2018-12-12","EWMA","4225.73"
"2018-12-12","SMA","3819"
"2018-12-13","EWMA","4165.71"
"2018-12-13","SMA","3764"
"2018-12-14","EWMA","4104.52"
"2018-12-14","SMA","3695"
"2018-12-15","EWMA","4044.13"
"2018-12-15","SMA","3640"
"2018-12-16","EWMA","3982.49"
"2018-12-16","SMA","3570"
"2018-12-17","EWMA","3920.68"
"2018-12-17","SMA","3507"
"2018-12-18","EWMA","3863.65"
"2018-12-18","SMA","3482"
"2018-12-19","EWMA","3811.57"
"2018-12-19","SMA","3463"
"2018-12-20","EWMA","3766.26"
"2018-12-20","SMA","3463"
"2018-12-21","EWMA","3732.56"
"2018-12-21","SMA","3507"
"2018-12-22","EWMA","3707.66"
"2018-12-22","SMA","3541"
"2018-12-23","EWMA","3690.93"
"2018-12-23","SMA","3579"
"2018-12-24","EWMA","3680.02"
"2018-12-24","SMA","3607"
"2018-12-25","EWMA","3675.86"
"2018-12-25","SMA","3648"
"2018-12-26","EWMA","3675.88"
"2018-12-26","SMA","3676"
"2018-12-27","EWMA","3679.28"
"2018-12-27","SMA","3702"
"2018-12-28","EWMA","3685.35"
"2018-12-28","SMA","3726"
"2018-12-29","EWMA","3697.00"
"2018-12-29","SMA","3775"
"2018-12-30","EWMA","3712.60"
"2018-12-30","SMA","3817"
"2018-12-31","EWMA","3731.89"
"2018-12-31","SMA","3861"
"2019-01-01","EWMA","3750.49"
"2019-01-01","SMA","3875"
"2019-01-02","EWMA","3767.98"
"2019-01-02","SMA","3885"
"2019-01-03","EWMA","3785.01"
"2019-01-03","SMA","3899"
"2019-01-04","EWMA","3797.10"
"2019-01-04","SMA","3878"
"2019-01-05","EWMA","3807.23"
"2019-01-05","SMA","3875"
"2019-01-06","EWMA","3814.48"
"2019-01-06","SMA","3863"
"2019-01-07","EWMA","3821.57"
"2019-01-07","SMA","3869"
"2019-01-08","EWMA","3827.22"
"2019-01-08","SMA","3865"
"2019-01-09","EWMA","3834.08"
"2019-01-09","SMA","3880"
"2019-01-10","EWMA","3841.74"
"2019-01-10","SMA","3893"
"2019-01-11","EWMA","3848.66"
"2019-01-11","SMA","3895"
"2019-01-12","EWMA","3852.47"
"2019-01-12","SMA","3878"
"2019-01-13","EWMA","3854.23"
"2019-01-13","SMA","3866"
"2019-01-14","EWMA","3852.90"
"2019-01-14","SMA","3844"
"2019-01-15","EWMA","3851.48"
"2019-01-15","SMA","3842"
"2019-01-16","EWMA","3848.17"
"2019-01-16","SMA","3826"
"2019-01-17","EWMA","3842.69"
"2019-01-17","SMA","3806"
"2019-01-18","EWMA","3836.36"
"2019-01-18","SMA","3794"
"2019-01-19","EWMA","3829.03"
"2019-01-19","SMA","3780"
"2019-01-20","EWMA","3821.62"
"2019-01-20","SMA","3772"
"2019-01-21","EWMA","3810.75"
"2019-01-21","SMA","3738"
"2019-01-22","EWMA","3797.13"
"2019-01-22","SMA","3706"
"2019-01-23","EWMA","3781.25"
"2019-01-23","SMA","3675"
"2019-01-24","EWMA","3763.28"
"2019-01-24","SMA","3643"
"2019-01-25","EWMA","3746.99"
"2019-01-25","SMA","3638"
"2019-01-26","EWMA","3731.91"
"2019-01-26","SMA","3631"
"2019-01-27","EWMA","3718.27"
"2019-01-27","SMA","3627"
"2019-01-28","EWMA","3706.66"
"2019-01-28","SMA","3629"
"2019-01-29","EWMA","3694.35"
"2019-01-29","SMA","3612"
"2019-01-30","EWMA","3681.95"
"2019-01-30","SMA","3599"
"2019-01-31","EWMA","3669.61"
"2019-01-31","SMA","3587"
"2019-02-01","EWMA","3656.92"
"2019-02-01","SMA","3572"
"2019-02-02","EWMA","3644.19"
"2019-02-02","SMA","3559"
"2019-02-03","EWMA","3631.30"
"2019-02-03","SMA","3545"
"2019-02-04","EWMA","3618.78"
"2019-02-04","SMA","3535"
"2019-02-05","EWMA","3606.85"
"2019-02-05","SMA","3527"
"2019-02-06","EWMA","3595.17"
"2019-02-06","SMA","3517"
"2019-02-07","EWMA","3583.32"
"2019-02-07","SMA","3504"
"2019-02-08","EWMA","3571.19"
"2019-02-08","SMA","3490"
"2019-02-09","EWMA","3561.29"
"2019-02-09","SMA","3495"
"2019-02-10","EWMA","3553.32"
"2019-02-10","SMA","3500"
"2019-02-11","EWMA","3547.30"
"2019-02-11","SMA","3507"
"2019-02-12","EWMA","3543.75"
"2019-02-12","SMA","3520"
"2019-02-13","EWMA","3542.61"
"2019-02-13","SMA","3535"
"2019-02-14","EWMA","3542.92"
"2019-02-14","SMA","3545"
"2019-02-15","EWMA","3544.62"
"2019-02-15","SMA","3556"
"2019-02-16","EWMA","3547.40"
"2019-02-16","SMA","3566"
"2019-02-17","EWMA","3550.86"
"2019-02-17","SMA","3574"
"2019-02-18","EWMA","3555.82"
"2019-02-18","SMA","3589"
"2019-02-19","EWMA","3564.29"
"2019-02-19","SMA","3621"
"2019-02-20","EWMA","3576.21"
"2019-02-20","SMA","3656"
"2019-02-21","EWMA","3592.04"
"2019-02-21","SMA","3698"
"2019-02-22","EWMA","3610.88"
"2019-02-22","SMA","3737"
"2019-02-23","EWMA","3630.40"
"2019-02-23","SMA","3761"
"2019-02-24","EWMA","3651.80"
"2019-02-24","SMA","3795"
"2019-02-25","EWMA","3671.59"
"2019-02-25","SMA","3804"
"2019-02-26","EWMA","3690.88"
"2019-02-26","SMA","3820"
"2019-02-27","EWMA","3709.62"
"2019-02-27","SMA","3835"
"2019-02-28","EWMA","3727.87"
"2019-02-28","SMA","3850"
"2019-03-01","EWMA","3745.96"
"2019-03-01","SMA","3867"
"2019-03-02","EWMA","3763.91"
"2019-03-02","SMA","3884"
"2019-03-03","EWMA","3781.73"
"2019-03-03","SMA","3901"
"2019-03-04","EWMA","3798.93"
"2019-03-04","SMA","3914"
"2019-03-05","EWMA","3812.46"
"2019-03-05","SMA","3903"
"2019-03-06","EWMA","3823.71"
"2019-03-06","SMA","3899"
"2019-03-07","EWMA","3832.59"
"2019-03-07","SMA","3892"
"2019-03-08","EWMA","3839.92"
"2019-03-08","SMA","3889"
"2019-03-09","EWMA","3845.39"
"2019-03-09","SMA","3882"
"2019-03-10","EWMA","3848.46"
"2019-03-10","SMA","3869"
"2019-03-11","EWMA","3852.43"
"2019-03-11","SMA","3879"
"2019-03-12","EWMA","3856.01"
"2019-03-12","SMA","3880"
"2019-03-13","EWMA","3859.65"
"2019-03-13","SMA","3884"
"2019-03-14","EWMA","3863.34"
"2019-03-14","SMA","3888"
"2019-03-15","EWMA","3867.20"
"2019-03-15","SMA","3893"
"2019-03-16","EWMA","3871.59"
"2019-03-16","SMA","3901"
"2019-03-17","EWMA","3877.10"
"2019-03-17","SMA","3914"
"2019-03-18","EWMA","3883.46"
"2019-03-18","SMA","3926"
"2019-03-19","EWMA","3891.59"
"2019-03-19","SMA","3946"
"2019-03-20","EWMA","3900.22"
"2019-03-20","SMA","3958"
"2019-03-21","EWMA","3909.42"
"2019-03-21","SMA","3971"
"2019-03-22","EWMA","3918.60"
"2019-03-22","SMA","3980"
"2019-03-23","EWMA","3927.75"
"2019-03-23","SMA","3989"
"2019-03-24","EWMA","3936.36"
"2019-03-24","SMA","3994"
"2019-03-25","EWMA","3944.50"
"2019-03-25","SMA","3999"
"2019-03-26","EWMA","3952.11"
"2019-03-26","SMA","4003"
"2019-03-27","EWMA","3959.38"
"2019-03-27","SMA","4008"
"2019-03-28","EWMA","3967.39"
"2019-03-28","SMA","4021"
"2019-03-29","EWMA","3975.79"
"2019-03-29","SMA","4032"
"2019-03-30","EWMA","3984.27"
"2019-03-30","SMA","4041"
"2019-03-31","EWMA","3992.29"
"2019-03-31","SMA","4046"
"2019-04-01","EWMA","3999.92"
"2019-04-01","SMA","4051"
"2019-04-02","EWMA","4007.73"
"2019-04-02","SMA","4060"
"2019-04-03","EWMA","4022.07"
"2019-04-03","SMA","4118"
"2019-04-04","EWMA","4042.73"
